customer_id,customer_name,segment,recency,frequency,monetary,r_score,f_score,m_score,rfm_total,customer_segment
CU-100160,"David Gonzalez","Home Office",2,2,7196.17,5,3,2,10,Potential
CU-102898,"David Garcia","Home Office",10,2,7187.82,5,3,2,10,Potential
CU-102744,"John Garcia",Corporate,27,2,7122.54,5,3,2,10,Potential
CU-102122,"Elizabeth Hernandez","Home Office",2,2,7119.27,5,3,2,10,Potential
CU-100524,"William Gonzalez",Corporate,72,2,7078.24,5,3,2,10,Potential
CU-102723,"William Williams",Corporate,359,1,7076.90,3,5,2,10,Potential
CU-102053,"James Gonzalez",Corporate,284,1,7043.65,3,5,2,10,Potential
CU-101652,"Linda Rodriguez",Consumer,14,2,7034.11,5,3,2,10,Potential
CU-102478,"Jennifer Lopez",Corporate,61,2,7003.67,5,3,2,10,Potential
CU-101236,"Richard Hernandez","Home Office",93,2,6986.26,5,3,2,10,Potential
CU-102637,"Mary Wilson","Home Office",39,2,6968.19,5,3,2,10,Potential
CU-102285,"Elizabeth Hernandez",Consumer,112,2,6963.75,5,3,2,10,Potential
CU-101774,"Lisa Wilson","Home Office",110,2,6925.62,5,3,2,10,Potential
CU-101491,"John Johnson",Consumer,351,1,6881.21,3,5,2,10,Potential
CU-100515,"Sarah Wilson",Consumer,18,2,6864.47,5,3,2,10,Potential
CU-102990,"Patricia Johnson","Home Office",289,1,6855.33,3,5,2,10,Potential
CU-102789,"Joseph Hernandez",Corporate,45,2,6853.56,5,3,2,10,Potential
CU-100350,"Joseph Lopez",Corporate,371,1,6825.93,3,5,2,10,Potential
CU-100118,"Jennifer Jones",Corporate,55,2,6785.23,5,3,2,10,Potential
CU-102830,"James Davis",Corporate,41,2,6757.87,5,3,2,10,Potential
CU-100922,"Lisa Rodriguez",Consumer,289,1,6736.40,3,5,2,10,Potential
CU-100932,"James Garcia",Consumer,44,2,6729.20,5,3,2,10,Potential
CU-102450,"Jennifer Wilson","Home Office",86,2,6713.54,5,3,2,10,Potential
CU-100264,"David Hernandez",Corporate,31,2,6705.75,5,3,2,10,Potential
CU-100623,"John Miller",Consumer,79,2,6660.07,5,3,2,10,Potential
CU-102031,"William Wilson",Consumer,75,2,6644.84,5,3,2,10,Potential
CU-102539,"Elizabeth Garcia",Consumer,77,2,6583.87,5,3,2,10,Potential
CU-102134,"Sarah Hernandez",Consumer,66,2,6582.41,5,3,2,10,Potential
CU-102399,"Patricia Williams","Home Office",3,2,6561.06,5,3,2,10,Potential
CU-101991,"Linda Gonzalez",Consumer,31,2,6504.75,5,3,2,10,Potential
CU-100644,"Linda Garcia","Home Office",18,2,6481.69,5,3,2,10,Potential
CU-101555,"Robert Smith",Consumer,424,1,6471.43,3,5,2,10,Potential
CU-100606,"Patricia Wilson","Home Office",289,1,6464.67,3,5,2,10,Potential
CU-101927,"Jennifer Brown","Home Office",349,1,6431.81,3,5,2,10,Potential
CU-100436,"Mary Lopez",Consumer,318,1,6375.17,3,5,2,10,Potential
CU-102461,"Elizabeth Smith",Corporate,454,1,6340.91,3,5,2,10,Potential
CU-100068,"Mary Martinez",Consumer,409,1,6332.23,3,5,2,10,Potential
CU-102750,"John Williams","Home Office",118,2,6331.65,5,3,2,10,Potential
CU-102055,"John Hernandez","Home Office",31,2,6262.12,5,3,2,10,Potential
CU-101626,"William Martinez","Home Office",96,2,6259.38,5,3,2,10,Potential
CU-101464,"Mary Miller",Consumer,64,2,6235.92,5,3,2,10,Potential
CU-102086,"Linda Lopez",Corporate,73,2,6218.47,5,3,2,10,Potential
CU-101114,"Linda Lopez",Consumer,77,2,6217.98,5,3,2,10,Potential
CU-101470,"Lisa Smith",Corporate,348,1,6192.79,3,5,2,10,Potential
CU-101157,"Richard Rodriguez","Home Office",327,1,6165.14,3,5,2,10,Potential
CU-102307,"John Garcia","Home Office",44,2,6138.88,5,3,2,10,Potential
CU-100956,"John Rodriguez",Consumer,28,2,6105.00,5,3,2,10,Potential
CU-101436,"Joseph Jones",Corporate,90,2,6023.26,5,3,2,10,Potential
CU-100230,"Michael Williams",Consumer,115,2,5985.30,5,3,2,10,Potential
CU-101205,"John Martinez",Corporate,0,2,5961.79,5,3,2,10,Potential
CU-100798,"Lisa Hernandez",Corporate,216,2,5864.17,4,3,3,10,Loyal
CU-102535,"David Lopez",Consumer,221,2,5679.55,4,3,3,10,Loyal
CU-100191,"David Davis","Home Office",135,2,5662.33,4,3,3,10,Loyal
CU-101474,"William Hernandez","Home Office",128,2,5631.21,4,3,3,10,Loyal
CU-102648,"Elizabeth Miller",Consumer,170,2,5607.18,4,3,3,10,Loyal
CU-101379,"Elizabeth Williams",Consumer,481,1,5529.34,3,4,3,10,Loyal
CU-101201,"David Williams","Home Office",126,2,5305.63,4,3,3,10,Loyal
CU-100233,"Patricia Johnson","Home Office",474,1,5226.48,3,4,3,10,Loyal
CU-100761,"Patricia Anderson",Corporate,189,2,5187.59,4,3,3,10,Loyal
CU-100748,"David Gonzalez","Home Office",466,1,5101.06,3,4,3,10,Loyal
CU-100735,"Michael Garcia","Home Office",465,1,4998.47,3,4,3,10,Loyal
CU-100058,"Michael Miller","Home Office",151,2,4983.40,4,3,3,10,Loyal
CU-100869,"Joseph Davis","Home Office",210,2,4971.58,4,3,3,10,Loyal
CU-102068,"Michael Garcia",Consumer,168,2,4969.42,4,3,3,10,Loyal
CU-100698,"Patricia Brown",Consumer,210,2,4814.18,4,3,3,10,Loyal
CU-101440,"David Davis",Corporate,124,2,4730.27,4,3,3,10,Loyal
CU-101596,"Linda Wilson",Consumer,211,2,4704.74,4,3,3,10,Loyal
CU-100965,"Michael Brown",Corporate,206,2,4697.37,4,3,3,10,Loyal
CU-100959,"Jennifer Miller",Corporate,198,2,4693.95,4,3,3,10,Loyal
CU-100791,"David Rodriguez",Consumer,164,2,4667.51,4,3,3,10,Loyal
CU-102666,"Robert Lopez","Home Office",136,2,4642.27,4,3,3,10,Loyal
CU-100688,"Jennifer Garcia",Corporate,479,1,4630.75,3,4,3,10,Loyal
CU-101105,"Elizabeth Brown",Consumer,222,2,4585.29,4,3,3,10,Loyal
CU-102054,"Richard Davis","Home Office",161,2,4461.24,4,3,3,10,Loyal
CU-101317,"William Williams","Home Office",124,2,4379.55,4,3,3,10,Loyal
CU-101128,"Lisa Davis","Home Office",171,2,4280.01,4,3,3,10,Loyal
CU-100284,"Robert Jones",Consumer,154,2,4260.38,4,3,3,10,Loyal
CU-102512,"Robert Gonzalez",Corporate,187,2,4237.28,4,3,3,10,Loyal
CU-102702,"John Brown","Home Office",196,2,4182.16,4,3,3,10,Loyal
CU-101769,"David Hernandez",Consumer,131,2,4153.09,4,3,3,10,Loyal
CU-102003,"Richard Smith",Corporate,30,3,3941.30,5,1,4,10,"New Customer"
CU-102065,"John Martinez",Consumer,719,1,3935.27,2,4,4,10,"At Risk"
CU-100188,"John Hernandez","Home Office",584,1,3917.88,2,4,4,10,"At Risk"
CU-101969,"Sarah Jones",Consumer,63,3,3915.99,5,1,4,10,"New Customer"
CU-102243,"Lisa Lopez",Corporate,486,1,3851.65,2,4,4,10,"At Risk"
CU-101148,"John Garcia","Home Office",533,1,3818.44,2,4,4,10,"At Risk"
CU-101720,"Linda Wilson",Consumer,579,1,3782.23,2,4,4,10,"At Risk"
CU-101737,"Lisa Lopez",Consumer,31,3,3771.29,5,1,4,10,"New Customer"
CU-101798,"Michael Smith",Consumer,69,3,3771.11,5,1,4,10,"New Customer"
CU-100850,"Patricia Hernandez","Home Office",116,3,3752.67,5,1,4,10,"New Customer"
CU-101163,"Jennifer Rodriguez",Corporate,536,1,3746.47,2,4,4,10,"At Risk"
CU-101986,"Emma Miller","Home Office",571,1,3733.95,2,4,4,10,"At Risk"
CU-100376,"James Hernandez",Corporate,547,1,3686.39,2,4,4,10,"At Risk"
CU-102207,"David Smith","Home Office",61,3,3657.29,5,1,4,10,"New Customer"
CU-101430,"Mary Martinez",Consumer,665,1,3560.46,2,4,4,10,"At Risk"
CU-101258,"Mary Garcia",Consumer,488,1,3552.03,2,4,4,10,"At Risk"
CU-101079,"Joseph Lopez",Consumer,580,1,3540.91,2,4,4,10,"At Risk"
CU-101830,"Lisa Rodriguez","Home Office",269,2,3521.44,4,2,4,10,"New Customer"
CU-101544,"Robert Garcia",Consumer,721,1,3514.61,2,4,4,10,"At Risk"
CU-100729,"Sarah Miller",Corporate,495,1,3495.96,2,4,4,10,"At Risk"
CU-100119,"Richard Garcia","Home Office",95,3,3480.62,5,1,4,10,"New Customer"
CU-102280,"William Johnson",Consumer,702,1,3477.39,2,4,4,10,"At Risk"
CU-100862,"Joseph Johnson",Consumer,739,1,3446.12,2,4,4,10,"At Risk"
CU-100846,"David Davis",Corporate,234,2,3438.60,4,2,4,10,"New Customer"
CU-101240,"Mary Williams",Consumer,594,1,3431.74,2,4,4,10,"At Risk"
CU-100543,"James Garcia",Consumer,691,1,3431.31,2,4,4,10,"At Risk"
CU-100180,"James Miller","Home Office",601,1,3392.08,2,4,4,10,"At Risk"
CU-102232,"Elizabeth Johnson",Corporate,244,2,3327.86,4,2,4,10,"New Customer"
CU-101629,"Sarah Lopez",Consumer,584,1,3326.35,2,4,4,10,"At Risk"
CU-102046,"Emma Hernandez","Home Office",108,3,3326.02,5,1,4,10,"New Customer"
CU-102012,"Robert Brown","Home Office",58,3,3278.75,5,1,4,10,"New Customer"
CU-102394,"Lisa Miller",Corporate,729,1,3264.99,2,4,4,10,"At Risk"
CU-101931,"David Johnson",Consumer,534,1,3241.33,2,4,4,10,"At Risk"
CU-101421,"Robert Anderson",Corporate,536,1,3203.38,2,4,4,10,"At Risk"
CU-102878,"Patricia Davis",Corporate,660,1,3196.89,2,4,4,10,"At Risk"
CU-101078,"Joseph Brown","Home Office",586,1,3176.14,2,4,4,10,"At Risk"
CU-102250,"Lisa Martinez",Corporate,488,1,3153.63,2,4,4,10,"At Risk"
CU-102737,"William Rodriguez","Home Office",595,1,3141.38,2,4,4,10,"At Risk"
CU-101307,"William Smith","Home Office",267,2,3139.79,4,2,4,10,"New Customer"
CU-102672,"Joseph Wilson","Home Office",604,1,3139.61,2,4,4,10,"At Risk"
CU-100412,"William Wilson","Home Office",591,1,3129.61,2,4,4,10,"At Risk"
CU-102584,"Linda Brown","Home Office",591,1,3112.13,2,4,4,10,"At Risk"
CU-102582,"Robert Williams","Home Office",488,1,3096.13,2,4,4,10,"At Risk"
CU-100117,"Linda Rodriguez","Home Office",671,1,3090.50,2,4,4,10,"At Risk"
CU-101076,"Elizabeth Williams",Consumer,627,1,3059.68,2,4,4,10,"At Risk"
CU-101933,"Lisa Lopez",Consumer,537,1,3022.92,2,4,4,10,"At Risk"
CU-101048,"Richard Rodriguez",Consumer,674,1,3020.85,2,4,4,10,"At Risk"
CU-101342,"James Anderson",Corporate,39,3,2965.07,5,1,4,10,"New Customer"
CU-102900,"Jennifer Rodriguez",Consumer,486,1,2943.98,2,4,4,10,"At Risk"
CU-100049,"John Johnson",Consumer,710,1,2937.41,2,4,4,10,"At Risk"
CU-101385,"Robert Lopez","Home Office",634,1,2930.47,2,4,4,10,"At Risk"
CU-101501,"Sarah Johnson",Corporate,539,1,2928.54,2,4,4,10,"At Risk"
CU-102375,"Lisa Jones","Home Office",682,1,2886.38,2,4,4,10,"At Risk"
CU-100082,"Joseph Garcia",Corporate,540,1,2877.41,2,4,4,10,"At Risk"
CU-100079,"John Williams","Home Office",653,1,2870.85,2,4,4,10,"At Risk"
CU-101290,"David Hernandez",Corporate,596,1,2865.88,2,4,4,10,"At Risk"
CU-101588,"Richard Anderson",Corporate,620,1,2863.06,2,4,4,10,"At Risk"
CU-100067,"William Johnson",Consumer,649,1,2821.90,2,4,4,10,"At Risk"
CU-100033,"Elizabeth Rodriguez",Consumer,555,1,2817.97,2,4,4,10,"At Risk"
CU-100245,"John Smith",Corporate,700,1,2762.04,2,4,4,10,"At Risk"
CU-100663,"Richard Anderson",Consumer,536,1,2716.00,2,4,4,10,"At Risk"
CU-101893,"Sarah Smith",Corporate,522,1,2679.87,2,4,4,10,"At Risk"
CU-100651,"Linda Lopez",Consumer,683,1,2658.93,2,4,4,10,"At Risk"
CU-101414,"Patricia Garcia",Consumer,684,1,2609.93,2,4,4,10,"At Risk"
CU-100652,"Michael Anderson",Corporate,507,1,2588.36,2,4,4,10,"At Risk"
CU-100349,"David Smith",Corporate,232,2,2587.35,4,2,4,10,"New Customer"
CU-102572,"William Rodriguez",Consumer,691,1,2569.11,2,4,4,10,"At Risk"
CU-100611,"David Lopez",Consumer,636,1,2564.34,2,4,4,10,"At Risk"
CU-100028,"Robert Williams",Corporate,540,1,2554.65,2,4,4,10,"At Risk"
CU-102013,"Patricia Lopez","Home Office",506,1,2553.28,2,4,4,10,"At Risk"
CU-100540,"Lisa Hernandez","Home Office",676,1,2548.42,2,4,4,10,"At Risk"
CU-102895,"Jennifer Johnson",Corporate,514,1,2538.41,2,4,4,10,"At Risk"
CU-102712,"Richard Hernandez",Corporate,513,1,2511.95,2,4,4,10,"At Risk"
CU-100328,"Sarah Hernandez",Corporate,564,1,2481.30,2,4,4,10,"At Risk"
CU-102133,"Linda Anderson","Home Office",583,1,2457.59,2,4,4,10,"At Risk"
CU-102447,"Sarah Martinez","Home Office",678,1,2455.58,2,4,4,10,"At Risk"
CU-101156,"John Jones","Home Office",516,1,2450.19,2,4,4,10,"At Risk"
CU-102856,"Michael Martinez",Consumer,621,1,2429.05,2,4,4,10,"At Risk"
CU-102202,"William Johnson","Home Office",660,1,2423.55,2,4,4,10,"At Risk"
CU-100016,"Sarah Brown",Consumer,278,2,2355.47,4,2,4,10,"New Customer"
CU-100090,"Robert Garcia",Corporate,506,1,2328.81,2,4,4,10,"At Risk"
CU-101761,"John Smith",Corporate,560,1,2327.29,2,4,4,10,"At Risk"
CU-100307,"Elizabeth Rodriguez",Consumer,710,1,2293.11,2,4,4,10,"At Risk"
CU-102626,"Linda Martinez","Home Office",625,1,2288.43,2,4,4,10,"At Risk"
CU-100479,"David Lopez",Consumer,512,1,2263.44,2,4,4,10,"At Risk"
CU-102261,"Jennifer Gonzalez",Corporate,489,1,2248.53,2,4,4,10,"At Risk"
CU-101012,"Robert Wilson",Consumer,741,1,2205.73,2,4,4,10,"At Risk"
CU-100750,"Sarah Wilson",Corporate,639,1,2196.34,2,4,4,10,"At Risk"
CU-102132,"James Johnson","Home Office",564,1,2191.86,2,4,4,10,"At Risk"
CU-101667,"Sarah Rodriguez",Consumer,510,1,2156.86,2,4,4,10,"At Risk"
CU-101400,"Linda Smith",Consumer,726,1,2129.63,2,4,4,10,"At Risk"
CU-101036,"Patricia Wilson","Home Office",573,1,2121.19,2,4,4,10,"At Risk"
CU-102411,"Sarah Anderson",Consumer,572,1,2118.91,2,4,4,10,"At Risk"
CU-101324,"John Hernandez",Consumer,526,1,2087.01,2,4,4,10,"At Risk"
CU-102479,"John Davis",Consumer,536,1,2081.92,2,4,4,10,"At Risk"
CU-101023,"William Brown",Corporate,549,1,2072.95,2,4,4,10,"At Risk"
CU-100504,"Jennifer Rodriguez",Corporate,244,3,2054.05,4,1,5,10,"New Customer"
CU-101768,"Robert Davis","Home Office",769,1,1985.42,1,4,5,10,"At Risk"
CU-102538,"William Gonzalez",Consumer,828,1,1934.16,1,4,5,10,"At Risk"
CU-101177,"Jennifer Brown","Home Office",413,2,1931.98,3,2,5,10,Potential
CU-101868,"Elizabeth Johnson",Corporate,884,1,1812.03,1,4,5,10,"At Risk"
CU-101712,"James Brown","Home Office",878,1,1744.34,1,4,5,10,"At Risk"
CU-100185,"Patricia Martinez",Corporate,781,1,1730.93,1,4,5,10,"At Risk"
CU-102818,"Emma Gonzalez",Consumer,751,1,1687.39,1,4,5,10,"At Risk"
CU-100056,"Michael Wilson",Consumer,321,2,1674.33,3,2,5,10,Potential
CU-101513,"William Davis",Corporate,895,1,1663.39,1,4,5,10,"At Risk"
CU-100899,"Patricia Johnson","Home Office",774,1,1662.38,1,4,5,10,"At Risk"
CU-100823,"Linda Davis",Corporate,778,1,1606.45,1,4,5,10,"At Risk"
CU-100324,"Mary Gonzalez","Home Office",760,1,1583.64,1,4,5,10,"At Risk"
CU-100656,"Patricia Williams","Home Office",794,1,1509.82,1,4,5,10,"At Risk"
CU-102930,"Michael Smith",Corporate,358,2,1472.21,3,2,5,10,Potential
CU-101329,"Michael Wilson","Home Office",876,1,1460.01,1,4,5,10,"At Risk"
CU-100034,"Linda Brown","Home Office",870,1,1445.66,1,4,5,10,"At Risk"
CU-102893,"Linda Smith","Home Office",841,1,1444.93,1,4,5,10,"At Risk"
CU-102954,"Linda Hernandez",Consumer,751,1,1426.86,1,4,5,10,"At Risk"
CU-100175,"William Smith",Consumer,760,1,1374.66,1,4,5,10,"At Risk"
CU-100182,"Michael Garcia",Corporate,859,1,1363.12,1,4,5,10,"At Risk"
CU-100772,"Mary Lopez","Home Office",888,1,1347.58,1,4,5,10,"At Risk"
CU-102403,"Emma Wilson",Corporate,855,1,1331.91,1,4,5,10,"At Risk"
CU-100919,"Michael Garcia","Home Office",774,1,1282.62,1,4,5,10,"At Risk"
CU-101206,"Elizabeth Davis",Corporate,871,1,1270.86,1,4,5,10,"At Risk"
CU-100886,"Sarah Garcia",Corporate,783,1,1208.88,1,4,5,10,"At Risk"
CU-101189,"Sarah Brown",Corporate,300,2,1207.67,3,2,5,10,Potential
CU-102161,"Patricia Anderson",Consumer,872,1,1201.04,1,4,5,10,"At Risk"
CU-101705,"Mary Brown",Consumer,763,1,1189.69,1,4,5,10,"At Risk"
CU-101573,"Jennifer Wilson",Corporate,857,1,1189.48,1,4,5,10,"At Risk"
CU-100513,"Lisa Lopez",Corporate,897,1,1165.42,1,4,5,10,"At Risk"
CU-102956,"Linda Gonzalez",Consumer,868,1,1116.87,1,4,5,10,"At Risk"
CU-100621,"Sarah Johnson","Home Office",852,1,1087.61,1,4,5,10,"At Risk"
CU-101637,"Linda Gonzalez",Corporate,762,1,1082.67,1,4,5,10,"At Risk"
CU-102505,"Patricia Johnson",Consumer,776,1,1063.01,1,4,5,10,"At Risk"
CU-101486,"Elizabeth Gonzalez",Corporate,748,1,1034.49,1,4,5,10,"At Risk"
CU-101120,"William Garcia",Corporate,797,1,1011.86,1,4,5,10,"At Risk"
CU-102945,"William Anderson",Corporate,754,1,1011.36,1,4,5,10,"At Risk"
CU-102171,"Linda Martinez","Home Office",846,1,979.56,1,4,5,10,"At Risk"
CU-100288,"Richard Wilson","Home Office",829,1,941.60,1,4,5,10,"At Risk"
CU-100184,"Joseph Miller",Consumer,795,1,797.56,1,4,5,10,"At Risk"
CU-102831,"Linda Smith",Corporate,759,1,749.66,1,4,5,10,"At Risk"
CU-102803,"Joseph Martinez","Home Office",786,1,739.79,1,4,5,10,"At Risk"
CU-101606,"Sarah Martinez",Consumer,847,1,643.71,1,4,5,10,"At Risk"
CU-100782,"Linda Rodriguez",Consumer,855,1,642.50,1,4,5,10,"At Risk"
CU-102988,"John Rodriguez",Corporate,794,1,566.88,1,4,5,10,"At Risk"
CU-102671,"Michael Davis",Corporate,437,2,550.74,3,2,5,10,Potential
CU-102156,"John Anderson",Consumer,899,1,512.59,1,4,5,10,"At Risk"
CU-100497,"James Hernandez",Consumer,845,1,494.41,1,4,5,10,"At Risk"
CU-100845,"Lisa Martinez",Corporate,876,1,479.54,1,4,5,10,"At Risk"
CU-101881,"Mary Hernandez",Corporate,772,1,470.58,1,4,5,10,"At Risk"
CU-101968,"Jennifer Davis",Corporate,757,1,363.60,1,4,5,10,"At Risk"
CU-100881,"Elizabeth Martinez","Home Office",828,1,283.13,1,4,5,10,"At Risk"
CU-100936,"John Garcia",Consumer,818,1,197.86,1,4,5,10,"At Risk"
CU-100091,"James Hernandez",Consumer,791,1,86.22,1,4,5,10,"At Risk"
CU-100015,"Joseph Miller",Corporate,52,2,16317.81,5,3,1,9,Potential
CU-101051,"David Williams","Home Office",41,2,13898.31,5,3,1,9,Potential
CU-101059,"Mary Davis","Home Office",101,2,13745.91,5,3,1,9,Potential
CU-100311,"Linda Gonzalez",Corporate,67,2,13417.93,5,3,1,9,Potential
CU-102534,"Joseph Lopez",Corporate,64,2,13268.88,5,3,1,9,Potential
CU-102849,"Lisa Garcia",Corporate,4,2,12916.40,5,3,1,9,Potential
CU-102318,"John Johnson",Corporate,23,2,12399.44,5,3,1,9,Potential
CU-100458,"Mary Martinez","Home Office",54,2,12305.66,5,3,1,9,Potential
CU-101001,"Mary Garcia",Consumer,36,2,11812.16,5,3,1,9,Potential
CU-101507,"David Miller",Corporate,42,2,11563.15,5,3,1,9,Potential
CU-101782,"Robert Hernandez","Home Office",79,2,10990.48,5,3,1,9,Potential
CU-100737,"Sarah Johnson",Corporate,24,2,10777.99,5,3,1,9,Potential
CU-100073,"John Johnson",Consumer,61,2,10710.57,5,3,1,9,Potential
CU-100859,"Mary Anderson","Home Office",14,2,10487.11,5,3,1,9,Potential
CU-100050,"Elizabeth Davis",Consumer,109,2,10459.23,5,3,1,9,Potential
CU-101221,"Lisa Anderson","Home Office",37,2,10388.42,5,3,1,9,Potential
CU-101101,"Elizabeth Gonzalez","Home Office",51,2,10339.79,5,3,1,9,Potential
CU-102565,"Jennifer Anderson",Corporate,67,2,10330.46,5,3,1,9,Potential
CU-101741,"William Gonzalez",Consumer,39,2,10283.29,5,3,1,9,Potential
CU-100974,"Elizabeth Gonzalez",Corporate,66,2,10232.92,5,3,1,9,Potential
CU-102503,"Jennifer Smith","Home Office",39,2,10168.09,5,3,1,9,Potential
CU-102897,"John Jones",Corporate,24,2,10077.05,5,3,1,9,Potential
CU-102204,"John Garcia",Corporate,25,2,9892.51,5,3,1,9,Potential
CU-102270,"Linda Williams","Home Office",78,2,9868.02,5,3,1,9,Potential
CU-100626,"Richard Hernandez",Corporate,90,2,9708.02,5,3,1,9,Potential
CU-101345,"Patricia Garcia","Home Office",106,2,9672.06,5,3,1,9,Potential
CU-102486,"James Lopez","Home Office",52,2,9399.95,5,3,1,9,Potential
CU-101561,"Patricia Hernandez","Home Office",56,2,9368.38,5,3,1,9,Potential
CU-100653,"Sarah Jones","Home Office",12,2,9354.79,5,3,1,9,Potential
CU-102630,"Richard Garcia","Home Office",116,2,9282.47,5,3,1,9,Potential
CU-102214,"Elizabeth Johnson",Consumer,375,1,9259.77,3,5,1,9,Potential
CU-101449,"Richard Brown",Corporate,84,2,9235.68,5,3,1,9,Potential
CU-102093,"Elizabeth Jones",Corporate,81,2,9213.48,5,3,1,9,Potential
CU-102104,"William Garcia",Corporate,69,2,9207.55,5,3,1,9,Potential
CU-100452,"Joseph Hernandez",Corporate,104,2,9180.20,5,3,1,9,Potential
CU-101455,"Lisa Gonzalez","Home Office",99,2,9174.96,5,3,1,9,Potential
CU-102103,"Linda Hernandez",Consumer,91,2,9101.94,5,3,1,9,Potential
CU-102929,"William Lopez","Home Office",48,2,9096.17,5,3,1,9,Potential
CU-102541,"Sarah Wilson","Home Office",110,2,9051.66,5,3,1,9,Potential
CU-100721,"Lisa Lopez","Home Office",88,2,8978.29,5,3,1,9,Potential
CU-100650,"James Miller","Home Office",96,2,8764.52,5,3,1,9,Potential
CU-100239,"Linda Martinez","Home Office",159,2,8645.60,4,3,2,9,Potential
CU-101743,"Sarah Davis",Consumer,185,2,8509.89,4,3,2,9,Potential
CU-100852,"Elizabeth Wilson",Corporate,473,1,8353.11,3,4,2,9,Potential
CU-101378,"Sarah Brown",Consumer,217,2,7995.58,4,3,2,9,Potential
CU-100323,"Sarah Miller",Corporate,121,2,7977.68,4,3,2,9,Potential
CU-102064,"David Davis",Corporate,122,2,7976.26,4,3,2,9,Potential
CU-100561,"Robert Martinez","Home Office",217,2,7925.36,4,3,2,9,Potential
CU-101943,"David Anderson",Consumer,159,2,7916.57,4,3,2,9,Potential
CU-102970,"Michael Johnson","Home Office",203,2,7892.76,4,3,2,9,Potential
CU-102441,"Linda Martinez","Home Office",204,2,7889.50,4,3,2,9,Potential
CU-102610,"Linda Lopez",Consumer,161,2,7768.76,4,3,2,9,Potential
CU-101634,"Patricia Hernandez",Consumer,464,1,7765.60,3,4,2,9,Potential
CU-101475,"Patricia Wilson",Consumer,158,2,7729.92,4,3,2,9,Potential
CU-100967,"William Williams","Home Office",196,2,7715.42,4,3,2,9,Potential
CU-101088,"Elizabeth Johnson","Home Office",152,2,7652.94,4,3,2,9,Potential
CU-100739,"Mary Brown",Consumer,178,2,7459.84,4,3,2,9,Potential
CU-100319,"Robert Garcia",Corporate,135,2,7379.62,4,3,2,9,Potential
CU-102220,"Elizabeth Smith",Corporate,144,2,7274.15,4,3,2,9,Potential
CU-102965,"Robert Jones","Home Office",153,2,7230.97,4,3,2,9,Potential
CU-102526,"David Martinez",Corporate,153,2,7178.81,4,3,2,9,Potential
CU-100765,"Elizabeth Anderson",Corporate,151,2,6990.01,4,3,2,9,Potential
CU-100923,"Mary Hernandez",Consumer,167,2,6965.10,4,3,2,9,Potential
CU-101823,"Mary Davis",Consumer,123,2,6879.30,4,3,2,9,Potential
CU-101298,"Michael Brown",Corporate,131,2,6778.51,4,3,2,9,Potential
CU-100084,"William Wilson",Consumer,144,2,6674.35,4,3,2,9,Potential
CU-102959,"Joseph Lopez","Home Office",171,2,6633.23,4,3,2,9,Potential
CU-102458,"Sarah Davis","Home Office",177,2,6550.71,4,3,2,9,Potential
CU-101155,"Richard Hernandez",Corporate,178,2,6359.77,4,3,2,9,Potential
CU-100041,"David Lopez","Home Office",473,1,6280.69,3,4,2,9,Potential
CU-100013,"Patricia Garcia",Consumer,215,2,6263.09,4,3,2,9,Potential
CU-101288,"John Johnson","Home Office",184,2,6113.47,4,3,2,9,Potential
CU-101371,"Elizabeth Lopez",Consumer,221,2,6049.43,4,3,2,9,Potential
CU-102844,"Linda Wilson",Consumer,473,1,5988.37,3,4,2,9,Potential
CU-102662,"Michael Johnson",Consumer,269,2,5935.25,4,2,3,9,"New Customer"
CU-102700,"Richard Gonzalez",Corporate,554,1,5923.05,2,4,3,9,"At Risk"
CU-101820,"Elizabeth Lopez",Corporate,100,4,5827.70,5,1,3,9,"New Customer"
CU-101279,"Mary Anderson",Corporate,265,2,5775.29,4,2,3,9,"New Customer"
CU-102806,"Sarah Martinez",Corporate,639,1,5737.88,2,4,3,9,"At Risk"
CU-102014,"Richard Miller","Home Office",563,1,5735.94,2,4,3,9,"At Risk"
CU-102661,"James Davis","Home Office",498,1,5631.95,2,4,3,9,"At Risk"
CU-102717,"Richard Wilson","Home Office",0,3,5600.54,5,1,3,9,"New Customer"
CU-101633,"Mary Davis",Corporate,271,2,5543.26,4,2,3,9,"New Customer"
CU-101518,"Elizabeth Davis","Home Office",487,1,5543.11,2,4,3,9,"At Risk"
CU-101659,"Linda Wilson","Home Office",266,2,5511.82,4,2,3,9,"New Customer"
CU-100142,"Robert Garcia",Corporate,602,1,5443.48,2,4,3,9,"At Risk"
CU-101803,"John Davis",Corporate,509,1,5436.03,2,4,3,9,"At Risk"
CU-101728,"Sarah Anderson",Corporate,656,1,5383.80,2,4,3,9,"At Risk"
CU-100712,"Robert Wilson",Corporate,712,1,5367.33,2,4,3,9,"At Risk"
CU-101457,"Robert Jones",Corporate,249,2,5354.85,4,2,3,9,"New Customer"
CU-100804,"Robert Garcia",Corporate,276,2,5267.69,4,2,3,9,"New Customer"
CU-101848,"Richard Smith",Consumer,699,1,5231.07,2,4,3,9,"At Risk"
CU-100368,"Richard Martinez",Consumer,628,1,5224.09,2,4,3,9,"At Risk"
CU-102528,"William Gonzalez","Home Office",565,1,5162.62,2,4,3,9,"At Risk"
CU-102041,"Joseph Johnson",Corporate,603,1,5149.07,2,4,3,9,"At Risk"
CU-102297,"Emma Martinez","Home Office",47,3,5107.60,5,1,3,9,"New Customer"
